type	target	minutes	show	title
youtube	s6dLqOPSwu0	1.1	Fox News	CIA whistleblower on his life of espionage
youtube	VtRxlxHNVlQ	1	CovertAction Magazine	Former CIA Counter Terrorism Specialist John Kiriakou Talks
youtube	wh8RwfFTIYQ	1	CovertAction Magazine	Former CIA Counter Terrorism Specialist John Kiriakou on Tru
youtube	fYN9zLBJXh8	1	CovertAction Magazine	Former CIA Counter Terrorism Specialist John Kiriakou's Opin
youtube	GyK2WK7_A7o	1	CovertAction Magazine	Former CIA Counter Terrorism Specialist John Kiriakou: What
youtube	oMbSh_YLZ80	1	CovertAction Magazine	John Kiriakou, Former CIA Counter Terrorism Specialist on Cy
youtube	bvGjGpacN2I	1	Katie Halper	CIA Whistleblower John Kiriakou Predicts JFK Files
youtube	Bu8Hww81wTc	1	Katie Halper	Why CIA Whistleblower John Kiriakou Almost Took His Own Life
youtube	0CKAts-yzTc	1	Katie Halper	‘I’d Like To Smack Mitch McConnell’s Turtle Face’ - CIA Whis
youtube	dHIRaOP5SAw	1	Piers Morgan Uncensored	Former CIA Intelligence John Kiriakou On Epstein Files Disap
youtube	l_Lj7bhzRIs	1	ProjectCensored	It's Not About Justice: John Kiriakou on his experiences wit
youtube	l4RclffUoYc	1	Real Progressives	The CIA Serves the Capital Order w/ John Kiriakou #shorts
youtube	gpkfBmA2oH4	1.0	Government Accountability	GAP's Jesselyn Radack on NSA Whistleblower Tom Drake and CIA
url	https://api.substack.com/feed/podcast/86…	14	Talk Cocktail	If Gina Haspel is confirmed, will CIA torture be
url	https://api.substack.com/feed/podcast/11…	61	The Malliard Report: Where	The Malliard Report: Where
audio	https://clearingthefogradioshow.libsyn.c…	60	Clearing the FOG with co-h	The Banal Evil Of US Imperialism: A View From In
audio	https://feeds.captivate.fm/fortressonahi…	48	Fortress On A Hill (FOH) P	Fortress On A Hill (FOH) P
audio	https://rss.buzzsprout.com/222642.rss	51	Spartan Leadership with Jo	CIA EXPOSED: Whistleblower Reveals Torture Secre
audio	https://anchor.fm/s/1044e334c/podcast/rss	61	UK Column News	UK Column News Podcast 2nd April 2025
audio	https://rss.art19.com/daniel-davis-deep-…	31	Daniel Davis Deep Dive	Ukraine Drone Strikes on Russia: How Much did th
audio	https://www.spreaker.com/show/6648050/ep…	108	XG MARKS THE SPOT	John Kiriakou on TFH, The arrest of Ryan Wedding
youtube	elg4ufjFRSQ	123	Katie Halper	CIA Whistleblower John Kiriakou On Declassified 9/11 Documen
youtube	gYIewDz5Q-c	85	Militaire News	Ο Τ.Κυριακού πρώην πράκτορας της CIA μιλά για όλα στον Αλ.Τσ
youtube	lS9LJ-nQRZY	84	The Jason Jones Show	John Kiriakou on God, Courage, and Becoming a Gen Z Icon: Es
youtube	m6YVXC1HGsw	69	DCM TV	EXCLUSIVO: Parceria Lava Jato-EUA foi movida por ódio e dinh
youtube	zoMmrLQx934	58	The Opperman Report	John Kiriakou On Bob Costello Pardon 4 Sale & Hunter Biden l
youtube	xeL0QGTHOho	58	Danny Jones	Ex-CIA Spy Breaks Down How He Captured Abu Zubaydah / John K
youtube	Y76fJsFNz3o	55	Suzi 3D	CIA Whistleblower John Kiriakou Joins Lee Camp to talk Panqu
youtube	BZThgNB4qIc	54	العربي - أخبار	جاسوس أميركي يكشف طريقة تجنيده وخبايا مهماته السرية - جون كي
youtube	lhX9bjdYaQU	50	العربي - أخبار	كيف انتقمت سي آي إيه من ضابطها الذي فضح برنامجها للتعذيب؟ -
youtube	Et93Sc4bQWc	50	العربي - أخبار	ضابط السي آي إيه يفضح برنامج الوكالة السري للتعذيب - جون كير
youtube	x6pirxcMhK8	46	Pete A Turner	John Kiriakou – US Espionage and Foreign Policy
youtube	ZMlLBUqjmTg	45	London Real	Ukraine War, Mass Surveillance, Trump, UFOs & CIA Torture Ta
youtube	okH2cJr7qiA	45	Suzi 3D	FULL INTERVIEW: John Kiriakou & Sean O'Brien talk Panquake w
youtube	-v55tpm11J8	37	LADbible Stories	The CIA Officer Who Exposed America's Torture Programme / Mi
youtube	WRJzaHMj2IY	37	GQ	Ex-CIA Officer John Kiriakou Breaks Down Spy Movies
youtube	ibhnui-G5T4	30	Lawyers' Committee for 9/1	Remarks by John Kiriakou, former CIA officer
youtube	9jbpBecvpQ0	28	Afshin Rattansi's Going Un	CIA Whistleblower John Kiriakou REVEALS ALL on US-Israel All
youtube	aYzvjRksz9Q	27	Mario Nawfal	'Always Watch The Naval Movements' - Ex-CIA Officer John Kyr
youtube	3CSvSw_UWD8	25	AlJazeera Arabic	لقاء اليوم / الأسرار والانتهاكات في سجون أمريكا - جون كيرياك
youtube	XXrxAMIULBo	24	Insider	CIA Officer John Kiriakou Rates 9 Counterterrorism Scenes In
youtube	7e8WruFn070	18	ANI News	Ex-CIA Agent Kiriakou: The U.S. Was Waiting for India to Att
youtube	r9-zsOJsCY0	11	zouglagr	Ο πρώην πράκτορας της CIA Τζον Κυριάκου μιλά ανοιχτά για την
youtube	huJZybGG98I	9	Σάββας Καλεντερίδης	Αποκλειστική συνέντευξη του πρώην αξιωματικού της CIA Τζων Κ
youtube	eQ8KyLSp9aI	9	Χρήστος Κωνσταντινίδης	Συνέντευξη με τον πρώην αξιωματικό της CIA Τζων Κυριακού (Gr
youtube	YsxanhM3CS4	9	Katie Halper	Formerly Incarcerated CIA Agent John Kiriakou: The Prison Sy
youtube	AFn6we3pR7U	7	بدون ورق+	كيف قمت بتجنيد رجل استخبارات شرق أوسطي؟ - جون كيرياكو (Arabi
youtube	ztdzNcmU8FU	7	Republic World	US Runs Pak's Nuclear Strength? Ex-CIA John Kiriakou Decodes
youtube	Y-T1JZ3Tj7s	7	Unfiltered With S.A.M.	JOHN KIRIAKOU: Venezuela Wasn't About Oil - It Was About the
youtube	kj_agEYf1yY	7	Unfiltered With S.A.M.	JOHN KIRIAKOU: There Is NO Good Guy in U.S. Politics
youtube	8348t00ENDI	6	CODEPINK	John Kiriakou – Never Forget: 9/11 and the 20 Year War on Te
youtube	uTIi8cou10U	6	TOI Bharat	'Wiped My A** With It': Ex-CIA Kiriakou Reveals What He Did
youtube	JJXG3YkVdGY	5	TOI Bharat	'Pakistan Will Lose Any Conventional War Against India': Ex-
youtube	6GRPgGQX_5M	4	AlJazeera Arabic	ضابط استخبارات أمريكي سابق للجزيرة: إسرائيل حاولت تجنيدي - ج
youtube	WtmKVHRei9s	4	ANI News	Ex-CIA Agent Kiriakou Explains Why Pakistan Stands No Chance
youtube	QkcNo1XF92c	3	Nationalpost TV	Πρώην πράκτορας της CIA Τζον Κυριάκου: Ο Τραμπ στήνει παγίδα
youtube	_H0D8LbhHWM	3	Pentapostagma TV	Πρώην πράκτορας CIA: Ο Νετανιάχου είπε στον Τραμπ ότι θα χτυ
youtube	8CaxAqpMzhI	3	Nationalpost TV	Αποκάλυψη βόμβα από Κυριάκου: Ο Τραμπ χτύπησε το Ιράν γιατί
youtube	GDtYT5Bzux8	3	Nationalpost TV	Ελληνοαμερικανός πρώην πράκτορας CIA αποκαλύπτει - Αυτές οι
youtube	oAgBgV-tS3M	3	Pentapostagma TV	Ελληνοαμερικανός πρώην πράκτορας της CIA: Κακώς στην Ελλάδα
youtube	LjBCKQYdB3U	3	AlArabiya العربية	فضح جون كيرياكو أسرارا كبيرة عن المخابرات الأميركية وتحول لخ
youtube	mUeTxPRrYXU	3	AlJazeera Arabic	ضابط سابق في الاستخبارات الأمريكية: إسرائيل طلبت من كل رئيس
youtube	S7Ep15MWzdg	2	Voices of Liberty	CIA Torture Whistleblower John Kiriakou, Part 5: 'Enhanced I
youtube	RgZoLf-Dwpg	1	CODEPINK	John Kiriakou on Daniel Ellsberg #shorts
youtube	olK01DwhCkc	1	Voices of Liberty	CIA Torture Whistleblower John Kiriakou, Part 9: How to Blow
url	https://consortiumnews.com/2019/04/05/live-join-	240	Event / CN Live! (Consor	Marathon Assange Vigil 2019 - Kiriakou with Daniel E
url	https://rumble.com/embed/ucfsd.v6ybr7s/	224	Rumble / The Deep Focus	Going Deeper: Q&A with John Kiriakou (3h44m live Q&A
url	https://consortiumnews.com/2023/03/02/watch-assa	120	Event / CN Live! (Consor	Assange Belmarsh Tribunal, Sydney 2023 - Kiriakou te
url	https://consortiumnews.com/2019/08/30/watch-cn-l	90	Event / CN Live! Episode	John Kiriakou on the 9/11 Trial (Guantanamo military
url	https://rumble.com/embed/ucfsd.v6upapu/	87	Rumble / DeProgram (Ted	DeProgram: "UK To Recognize Palestine"
url	https://samadamsaward.ch/john-kiriakou/	79	Event / Sam Adams Associ	15th Sam Adams Award for Integrity ceremony honoring
url	https://rumble.com/v6xiypu-deprogram-with-ted-ra	67	Rumble / DeProgram (Ted	DeProgram: "Afghanistan and US Both Shut Down"
url	https://sputniknews.com/radio_loud_and_clear/201	55	Radio Sputnik / Loud & C	US Intel Veterans' Letter to Obama: Where's the Proo
url	https://rumble.com/embed/ucfsd.v703mwy/	48	Rumble / DeProgram PREMI	Ted Rall & John Kiriakou Reveal Their All-Time Favor
url	https://rumble.com/v6w9y1k-john-kiriakou-america	41	Rumble / MessyTimes	John Kiriakou, American Patriot and CIA Whistleblowe
url	https://www.bitchute.com/video/dS5IIYFFKliM/	27	BitChute	Kiriakou AS INTERVIEWER: Former CIA Officer John Kir
url	https://rumble.com/v743g8i.html	25	Rumble / Liberty Vault	John Kiriakou Reveals Why ZERO American Heads Will R
url	https://odysee.com/@DavidGornoski:c/cia-torture-	23	Odysee / David Gornoski	CIA Torture Whistleblower John Kiriakou Explores Lif
url	https://sputnikglobe.com/20160129/loud-clear-kir	12	Radio Sputnik / Loud & C	CIA 'Tortured for the Sake of Torture': Whistleblowe
url	https://rumble.com/v74tvlo.html	10	Rumble / John Kiriakou O	Kiriakou AS INTERVIEWER: Could Iran Collapse the Glo
url	https://vimeo.com/1145394865	7	Vimeo / Americans Who Te	Speaking Truth to Youth: John Kiriakou (feature-port
url	https://www.dailymotion.com/video/xa09xbq	3	Dailymotion (French-lang	John Kiriakou, ancien officier de la CIA, affirme qu
url	https://rumble.com/c/JohnKiriakouOfficial	0	Rumble CHANNEL / John Ki	His own native-Rumble channel - hosts full interview
url	https://rumble.com/c/DeProgramShow	0	Rumble CHANNEL / DeProgr	Daily co-hosted show (Ted Rall + Kiriakou); dozens o
audio	https://rss.buzzsprout.com/1903718.rss	9	CovertAction Bulletin	The 9/9/2001 Massoud Assassination
url	https://sputnikglobe.com/export/itunes…	172	Fault Lines	Iranian President and High Ranking Officials
audio	https://feeds.blubrry.com/feeds/375208…	58	Law and Disorder Radio	Law and Disorder September 9, 2024
audio	https://feeds.soundcloud.com/users/sou…	9	Pushback with Aaron Mate	Ex-CIA analyst on why he predicted John Bolt
audio	https://feeds.megaphone.fm/scotthorton…	44	Scott Horton Show - Just	5/6/22 John Kiriakou on the War on Alternati
audio	https://back.studeo.fm/podcasts/132/rss-feeds	43	Lionel Nation	Lionel Nation
audio	https://feed.podbean.com/capitalcoast/feed.xml	62	Capital & Coast	JAILED for Exposing CIA Secrets / John Kiriakou
audio	https://feed.podbean.com/michaelkjaco/feed.xml	72	Unleashing Intuition Secrets	John Kiriakou
audio	https://feed.podbean.com/mypriceismylife/feed.xml	91	My Price Is My Life	John Kiriakou
audio	https://feed.podbean.com/theincrediblejoj/feed.xml	79	The JOJ	John Kiriakou
audio	https://feeds.acast.com/public/shows/63fcc639d6d597001141e164	79	Eyes Wide Open	John Kiriakou
audio	https://feeds.acast.com/public/shows/663887294e48ad0012648ea5	78	USA & Co	USA & Co
audio	https://feeds.acast.com/public/shows/6777d0d8598149a3f9d76129	77	MAD THAT w/ Harry Robinson &	CIA SPY VS 9/11 / JOHN KIRIAKOU
audio	https://feeds.acast.com/public/shows/68e695c6d798804c9e4bbd13	5	John Kiriakou's Dead Drop	John Kiriakou's Dead Drop
audio	https://feeds.acast.com/public/shows/69c72424e05c00aacfb5fadc	59	The Mechanic	S1E9 Kiriakou, John Kiriakou
audio	https://feeds.blubrry.com/feeds/3752083.xml	58	Law and Disorder Radio	Law and Disorder September 9, 2024
audio	https://feeds.captivate.fm/fortressonahill/	48	Fortress On A Hill (FOH) P	Fortress On A Hill (FOH) P
audio	https://feeds.captivate.fm/history-told-forward/	65	History Told Forward	John Kiriakou Whistleblower
audio	https://feeds.captivate.fm/sound-health-options/	42	Sound Health Options - Richa	Sound Health Options - Richa
audio	https://feeds.captivate.fm/talk-with-history/	29	Talk With History: Discover	Talk With History: Discover
audio	https://feeds.fireside.fm/crossingfaiths/rss	41	Crossing Faiths	162: John Kiriakou
audio	https://feeds.megaphone.fm/scotthortonshow	35	Scott Horton Show	10/8/21 John Kiriakou on the Torture of Abu Zubaydah
audio	https://feeds.megaphone.fm/scotthortonshow	44	Scott Horton Show	5/6/22 John Kiriakou on the War on Alternative Media
audio	https://feeds.megaphone.fm/thispastweekend	141	This Past Weekend w/ Theo Von	John Kiriakou
audio	https://feeds.redcircle.com/4d07ef8e-d065-426b-899b-6cb174162c87	36	Trip the Beltway Fantastic W	Trip the Beltway Fantastic W
audio	https://feeds.soundcloud.com/users/soundcloud:users:376546007/sounds.rss	28	SassMouthDames	A Star Was Born: Part One
audio	https://feeds.soundcloud.com/users/soundcloud:users:5776439/sounds.rss	9	Pushback with Aaron Mate	Ex-CIA analyst on why he predicted John Bolt
audio	https://rss.amperwave.net/v2/feed/podcorn/1295984f1a3f61366d87e69dcbaec446	64	Moment of Clarity	Moment of Clarity
audio	https://rss.art19.com/daniel-davis-deep-dive	31	Daniel Davis Deep Dive	Ukraine Drone Strikes on Russia
audio	https://rss.art19.com/the-pete-santilli-show	61	The Pete Santilli Show	Pete Santilli John Kiriakou
audio	https://rss.libsyn.com/shows/143186/destinations/904169.xml	53	Florida Men on Florida Man	Episode 366 - Snow White and the Secret Service
audio	https://rss.libsyn.com/shows/32365/destinations/70728.xml	64	Epic Real Estate Investing	Epic Real Estate Investing
audio	https://rss.libsyn.com/shows/332183/destinations/2705240.xml	36	The Brave Technologist	The Brave Technologist
audio	https://rss.libsyn.com/shows/40950/destinations/122538.xml	60	Clearing the FOG with co-h	The Banal Evil Of US Imperialism: A View From In
audio	https://rss.libsyn.com/shows/467049/destinations/3949218.xml	118	Tin Foil Hat With Sam Tripoli	#959: Spy Vs Spy With John Kiriakou
audio	https://rss2.flightcast.com/xmsftuzjjykcmqwolaqn6mdn	105	The Diary Of A CEO with Stev	The Diary Of A CEO with Stev
audio	https://www.spreaker.com/show/1423846/episodes/feed	135	Jay'sAnalysis	THEY Really Did THIS....John Kiriakou & Jay Dyer
audio	https://www.spreaker.com/show/2914765/episodes/feed	59	People's Republic	People's Republic John Kiriakou
audio	https://www.spreaker.com/show/3478215/episodes/feed	30	Reality Check with Ben Swann	Reality Check Ben Swann John Kiriakou
audio	https://www.spreaker.com/show/3510420/episodes/feed	48	Reality Asserts Itself	Reality Asserts Itself John Kiriakou
audio	https://www.spreaker.com/show/4221519/episodes/feed	59	The Sharin' Hour	The Sharin' Hour 1/11/16: JOHN KIRIAKOU, ex-C.I.A.
audio	https://www.spreaker.com/show/4788100/episodes/feed	59	The Jeff Dornik Show	The Jeff Dornik Show John Kiriakou
audio	https://www.spreaker.com/show/5990774/episodes/feed	58	Lehto Files	Lehto Files John Kiriakou
audio	https://www.spreaker.com/show/6648050/episodes/feed	108	XG MARKS THE SPOT	John Kiriakou on TFH, The arrest of Ryan Wedding
audio	https://www.spreaker.com/show/6791777/episodes/feed	87	The Hostile Zone with Eric Cinotti	The Hostile Zone John Kiriakou
audio	https://www.spreaker.com/show/6855442/episodes/feed	58	Eric A. Cinotti: Unplugged	Eric Cinotti Unplugged John Kiriakou
url	https://api.substack.com/feed/podcast/1185397.rss	61	The Malliard Report: Where	The Malliard Report: Where
url	https://api.substack.com/feed/podcast/382849.rss	50	LA Progressive	LA Progressive
url	https://api.substack.com/feed/podcast/8079.rss	36	historicly	Whistleblower Witch Hunt with John Kiriakou
url	https://api.substack.com/feed/podcast/863339.rss	14	Talk Cocktail	If Gina Haspel is confirmed, will CIA torture be
url	https://itsrainmakingtime.ch/feed/podcast/	70	It's Rainmaking Time!®	It's Rainmaking Time!®
url	https://media.rss.com/intelwithinpod/feed.xml	130	I Came With Fire	I Came With Fire
url	https://podcasts.files.bbci.co.uk/p004t1s0.rss	23	The Interview	Former CIA Intelligence Officer - John Kiriakou
url	https://sputnikglobe.com/export/itunes/rss2/radio_fault_lines.xml	172	Fault Lines	Iranian President and High Ranking Officials
url	https://www.omnycontent.com/d/playlist/2fb3740d-3436-44af-8cc0-a91900716aa5/1c4759f0-81fc-4f35-85d1-b305004fc1e8/573776d2-4dbd-4f2f-a825-b305004fc1ef/podcast.rss	65	Straight Talk with Mark Bour	Straight Talk with Mark Bour
url	https://www.omnycontent.com/d/playlist/5e27a451-e6e6-4c51-aa03-a7370003783c/67981960-b1f7-49a3-a22f-b13f011c5bd0/82eabb02-c475-4846-91b4-b13f011cc2d0/podcast.rss	60	Eyewitness History	Eyewitness History
url	https://www.omnycontent.com/d/playlist/ed1c4567-4a2a-4d8b-862f-ab600003d530/24e95e5d-204a-4bdf-bbf8-ab6f016788ff/9b234dab-0449-442c-9203-ab6f01678903/podcast.rss	46	News Beat	News Beat
